num,slug,sk,code,name,time_val,unit,skill,abnormal,grossWeight,wgt,spawn,cycle_val,standard,material,raw,raw_mfr,one_box,pallet,tape,box,bag,etc,keyword
67,1198,ZZ1198,8B0167,サンケースMK KR300•300T 本体,未登録,未登録,未登録,未登録,45.5ｇ,45.5 ±0.7,1,14.2,14.2,PS,GPPS G200C,9,"","","","","","","ZZ1198,8B0167,サンケースMKKR300300T本体,さんけーすMKKR300300Tほんたい,サンケースMKKR300300Tホンタイ,sankeesuMKKR300300Thontai,sankeesuMKKR300300Thontai,sankeesuMKKR300300Thontai,未登録"
68,1202,ZZ1202,8B0012,サンケースMK K-4•6 蓋,196,50,0.9,0,6.2ｇ,3.1 ±0.1,2,8.7,8.7,PS,GPPS G200C,9.5,"","","","","",ｻﾝﾎﾞｯｸｽ56A-2,"ZZ1202,8B0012,サンケースMKK46蓋,さんけーすMKK46ふた,サンケースMKK46フタ,sankeesuMKK46futa,sankeesuMKK46futa,sankeesuMKK46futa"
69,1203,ZZ1203,8B0039,サンケースMK K-4 本体,79,20,0.66,0,14.8ｇ,7.4 ±0.15,2,12,12,PS,GPPS G200C,9.5,"","","","","",ｻﾝﾎﾞｯｸｽ56A-2,"ZZ1203,8B0039,サンケースMKK4本体,さんけーすMKK4ほんたい,サンケースMKK4ホンタイ,sankeesuMKK4hontai,sankeesuMKK4hontai,sankeesuMKK4hontai"
70,1204,ZZ1204,8B0011,サンケースMK K-6 本体,79,20,0.37,0,20.7ｇ,10.35 ±0.15,2,21.1,21.1,PS,GPPS G200C,9.5,616,"","","","",ｻﾝﾎﾞｯｸｽ56A-2,"ZZ1204,8B0011,サンケースMKK6本体,さんけーすMKK6ほんたい,サンケースMKK6ホンタイ,sankeesuMKK6hontai,sankeesuMKK6hontai,sankeesuMKK6hontai"
71,1208,ZZ1208,8B0015,サンケースMK K-12N•15N 蓋,未登録,未登録,未登録,未登録,26ｇ,13 ±0.3,2,13,15.2,PS,GPPS G200C,9.5,612,"","","","",ｻﾝﾎﾞｯｸｽ56A-2,"ZZ1208,8B0015,サンケースMKK12N15N蓋,さんけーすMKK12N15Nふた,サンケースMKK12N15Nフタ,sankeesuMKK12N15Nfuta,sankeesuMKK12N15Nfuta,sankeesuMKK12N15Nfuta,未登録"
72,1210,ZZ1210,8B0013,サンケースMK K-15N 本体,207,42,0.58,0,50.4ｇ,25.2 ±0.2,2,17,17.1,PS,GPPS G200C,9.5,168,"","","","",ｻﾝﾎﾞｯｸｽ56A-2（238個）/ ｻﾝﾎﾞｯｸｽ56A,"ZZ1210,8B0013,サンケースMKK15N本体,さんけーすMKK15Nほんたい,サンケースMKK15Nホンタイ,sankeesuMKK15Nhontai,sankeesuMKK15Nhontai,sankeesuMKK15Nhontai"
73,1211,ZZ1211,8B0118,サンケースMK K-13•S-130 蓋,190,56,0.4,0,22.4ｇ,9.6 ±0.2,2,16.9,16.9,PS,GPPS G200C,9,"","","","","","","ZZ1211,8B0118,サンケースMKK13S130蓋,さんけーすMKK13S130ふた,サンケースMKK13S130フタ,sankeesuMKK13S130futa,sankeesuMKK13S130futa,sankeesuMKK13S130futa"
74,1212,ZZ1212,8B0119,サンケースMK K-13•S-130 本体,275,56,0.26,0,15.5ｇ,15.5 ±0.2,1,18.6,14.8,PS,GPPS G200C,9,"","","","","","","ZZ1212,8B0119,サンケースMKK13S130本体,さんけーすMKK13S130ほんたい,サンケースMKK13S130ホンタイ,sankeesuMKK13S130hontai,sankeesuMKK13S130hontai,sankeesuMKK13S130hontai"
75,1228,ZZ1228,8B0149,サンケースMK K-200 蓋,124,25,0.27,0,38ｇ,38 ±0.5,1,18.6,"",PS,"","",152?190?,3040,"","","",ｻﾝﾎﾞｯｸｽ56A-2,"ZZ1228,8B0149,サンケースMKK200蓋,さんけーすMKK200ふた,サンケースMKK200フタ,sankeesuMKK200futa,sankeesuMKK200futa,sankeesuMKK200futa"
76,1229,ZZ1229,8B0150,サンケースMK K-200 本体,35,7,0.21,0,124.5ｇ,124.5 ±0.5,1,24,"",PS,"","","","","","","",ｻﾝﾎﾞｯｸｽ56A-2,"ZZ1229,8B0150,サンケースMKK200本体,さんけーすMKK200ほんたい,サンケースMKK200ホンタイ,sankeesuMKK200hontai,sankeesuMKK200hontai,sankeesuMKK200hontai"
77,1255,SK1255,700263,サンボックス#2S 蓋 RDM,未登録,未登録,未登録,未登録,46ｇ,46 ±1.5,1,18.7,14.8,PP,PP J858Y,20,"","","","","","","SK1255,700263,サンボックス#2S蓋RDM,さんぼっくすしゃーぷ2SふたRDM,サンボックスシャープ2SフタRDM,sanbokkusushaapu2SfutaRDM,sanbokkususyaapu2SfutaRDM,sanbokkusushaapu2SfutaRDM,未登録"
78,1256,ZZ1256,8B0130,サンケースMK C-15 本体,未登録,未登録,未登録,未登録,31.8ｇ,15.9 ±0.3,2,13.3,13.1,PS,GPPS G200C,9.5,"","","","","","","ZZ1256,8B0130,サンケースMKC15本体,さんけーすMKC15ほんたい,サンケースMKC15ホンタイ,sankeesuMKC15hontai,sankeesuMKC15hontai,sankeesuMKC15hontai,未登録"
79,1262,ZZ1262,8B0123,サンケースMK K-35 蓋,未登録,未登録,未登録,未登録,13.8ｇ,13.8 ±0.2,1,16.35,"",PS,"","","","","","","","","ZZ1262,8B0123,サンケースMKK35蓋,さんけーすMKK35ふた,サンケースMKK35フタ,sankeesuMKK35futa,sankeesuMKK35futa,sankeesuMKK35futa,未登録"
80,1262,ZZ1262,8B0124,サンケースMK K-50N 蓋,未登録,未登録,未登録,未登録,18.9ｇ,18.9 ±0.3,1,16.45,"",PS,"","","","","","","","","ZZ1262,8B0124,サンケースMKK50N蓋,さんけーすMKK50Nふた,サンケースMKK50Nフタ,sankeesuMKK50Nfuta,sankeesuMKK50Nfuta,sankeesuMKK50Nfuta,未登録"
81,1263,ZZ1263,8B0135,サンケースMK K-35 本体,未登録,未登録,未登録,未登録,25.6ｇ,25.6 ±0.3,1,15.46,"",PS,"","","","","","","","","ZZ1263,8B0135,サンケースMKK35本体,さんけーすMKK35ほんたい,サンケースMKK35ホンタイ,sankeesuMKK35hontai,sankeesuMKK35hontai,sankeesuMKK35hontai,未登録"
82,1263,ZZ1263,8B0136,サンケースMK K-50N 本体,未登録,未登録,未登録,未登録,35.1ｇ,35.1 ±0.4,1,15.46,"",PS,"","","","","","","","","ZZ1263,8B0136,サンケースMKK50N本体,さんけーすMKK50Nほんたい,サンケースMKK50Nホンタイ,sankeesuMKK50Nhontai,sankeesuMKK50Nhontai,sankeesuMKK50Nhontai,未登録"
83,1267,SK1267,100103,チリメンケース 3P,23,10,0.12,0,92ｇ,92 ±3,1,"",18.5,PE,HIZ 1600J / J6311V,18 / 20,"","","","","","","SK1267,100103,チリメンケース3P,ちりめんけーす3P,チリメンケース3P,chirimenkeesu3P,tirimenkeesu3P,chirimenkeesu3P"
84,1286,ZZ1286,8B0029,サンケースMK MH-2 本体,99,20,0.6,0,43ｇ,21.5 ±0.3,2,16.41,20.6,PS,GPPS G200C,9,"","","","","","","ZZ1286,8B0029,サンケースMKMH2本体,さんけーすMKMH2ほんたい,サンケースMKMH2ホンタイ,sankeesuMKMH2hontai,sankeesuMKMH2hontai,sankeesuMKMH2hontai"
85,1301,ZZ1301,8B0071,サンケースMK MH-8 本体,79,16,0.28,0,68ｇ,68 ±0.5,1,17.68,17.7,PS,GPPS G200C,9,"","","","","",ｻﾝﾎﾞｯｸｽ56A-2,"ZZ1301,8B0071,サンケースMKMH8本体,さんけーすMKMH8ほんたい,サンケースMKMH8ホンタイ,sankeesuMKMH8hontai,sankeesuMKMH8hontai,sankeesuMKMH8hontai"
86,1301,ZZ1301,8B0072,サンケースMK MH-8-1 本体,79,16,0.28,0,68ｇ,68 ±0.5,1,17.7,17.7,PS,GPPS G200C,9,"","","","","","","ZZ1301,8B0072,サンケースMKMH81本体,さんけーすMKMH81ほんたい,サンケースMKMH81ホンタイ,sankeesuMKMH81hontai,sankeesuMKMH81hontai,sankeesuMKMH81hontai"
87,1306,ZZ1306,8B0046,サンケースMK MH-12 本体,未登録,未登録,未登録,未登録,93ｇ,93 ±2,1,31.27,33.2,PS,GPPS G200C,9.5,60,"","","","",ｻﾝﾎﾞｯｸｽ56A-2,"ZZ1306,8B0046,サンケースMKMH12本体,さんけーすMKMH12ほんたい,サンケースMKMH12ホンタイ,sankeesuMKMH12hontai,sankeesuMKMH12hontai,sankeesuMKMH12hontai,未登録"
88,1308,ZZ1308,8B0182,サンケースMK MH-9•10•16•20•24 蓋 PP,31,9,0.18,0,56ｇ,56 ±1,1,19.1,19.1,PP/エラストマー,PP J2041GA / TPS ﾀﾌﾃｯｸH1221,22 / 4.5,100,"","","","",ｻﾝﾎﾞｯｸｽ56A-2,"ZZ1308,8B0182,サンケースMKMH910162024蓋PP,さんけーすMKMH910162024ふたPP,サンケースMKMH910162024フタPP,sankeesuMKMH910162024futaPP,sankeesuMKMH910162024futaPP,sankeesuMKMH910162024futaPP"
89,1309,ZZ1309,8B0181,サンケースMK MH-50(MH-10) 本体,41,12,0.15,0,113ｇ,113 ±1,1,23.4,23.4,PS,GPPS G200C / HIPS H700,9 / 11,50,"","","","",ｻﾝﾎﾞｯｸｽ56A-2,"ZZ1309,8B0181,サンケースMKMH50(MH10)本体,さんけーすMKMH50(MH10)ほんたい,サンケースMKMH50(MH10)ホンタイ,sankeesuMKMH50(MH10)hontai,sankeesuMKMH50(MH10)hontai,sankeesuMKMH50(MH10)hontai"
90,1315,ZZ1315,8B0056,サンケースMK MH(A)18・27・52蓋　2号型,未登録,未登録,未登録,未登録,38.8ｇ,19.4 ±0.5,2,38.5,30.1,LLDPE,PE 10100J,14,400,"",ｸﾗﾌﾄ茶HH,サンケースMK MH(A)-18蓋 / パット,HD 0.01 X 1000 X 1400,"","ZZ1315,8B0056,サンケースMKMH(A)182752蓋2号型,さんけーすMKMH(A)182752ふた2ごうがた,サンケースMKMH(A)182752フタ2ゴウガタ,sankeesuMKMH(A)182752futa2gougata,sankeesuMKMH(A)182752futa2gougata,sankeesuMKMH(A)182752futa2gougata,未登録"
91,1316,ZZ1316,8B0048,サンケースMK MH(A)-18本体,未登録,未登録,未登録,未登録,47.4ｇ,23.7 ±0.5,2,14.58,14.7,PS,GPPS G200C,9,400,"",ｸﾗﾌﾄ茶HH,サンケースMK MH(A)-18-27本体 / パット,HD 0.01 X 1000 X 1400,ダンボールの18に◯をつける,"ZZ1316,8B0048,サンケースMKMH(A)18本体,さんけーすMKMH(A)18ほんたい,サンケースMKMH(A)18ホンタイ,sankeesuMKMH(A)18hontai,sankeesuMKMH(A)18hontai,sankeesuMKMH(A)18hontai,未登録"
92,1337,SK1337,805111,ボビン 23.0K,270,5,0.77,8,865ｇ,840 ±20,1,70.45,65,PS,H700 / SSPS115,11,"","","",ﾎﾞﾋﾞﾝ 23.0K 無地 / ﾎﾞﾋﾞﾝ 23.0K 立仕切,"","","SK1337,805111,ボビン230K,ぼびん230K,ボビン230K,bobin230K,bobin230K,bobin230K"
93,1347,ZZ1347,8B0140,サンケースMK MHN-6-8•6-12 蓋,218,64,0.35,0,11.2ｇ,5.6 ±0.2,2,19.7,19.6,PP/エラストマー,PP J2041GA / TPS ﾀﾌﾃｯｸH1221,22 / 4.5,"","","","","","","ZZ1347,8B0140,サンケースMKMHN68612蓋,さんけーすMKMHN68612ふた,サンケースMKMHN68612フタ,sankeesuMKMHN68612futa,sankeesuMKMHN68612futa,sankeesuMKMHN68612futa"
94,1348,ZZ1348,8B0139,サンケースMK MH-6-8 本体,未登録,未登録,未登録,未登録,23.2ｇ,11.6 ±0.2,2,10.6,10.6,PS,GPPS G200C,9,"","","","","","","ZZ1348,8B0139,サンケースMKMH68本体,さんけーすMKMH68ほんたい,サンケースMKMH68ホンタイ,sankeesuMKMH68hontai,sankeesuMKMH68hontai,sankeesuMKMH68hontai,未登録"
95,1352,ZZ1352,8B0096,サンケースMK MHN-8-25 本体,70,14,0.44,0,46.8ｇ,23.4 ±0.4,2,22.7,22.9,PS,GPPS G200C,9,147,"","","","",ｻﾝﾎﾞｯｸｽ56A-2,"ZZ1352,8B0096,サンケースMKMHN825本体,さんけーすMKMHN825ほんたい,サンケースMKMHN825ホンタイ,sankeesuMKMHN825hontai,sankeesuMKMHN825hontai,sankeesuMKMHN825hontai"
96,1365,ZZ1365,8B0069,サンケースMK N-10N•15N•20N蓋,143,42,0.36,0,11.8ｇ,11.8 ±0.3,1,9.5,9.8,PS,GPPS G200C,9,920,"","","","","","ZZ1365,8B0069,サンケースMKN10N15N20N蓋,さんけーすMKN10N15N20Nふた,サンケースMKN10N15N20Nフタ,sankeesuMKN10N15N20Nfuta,sankeesuMKN10N15N20Nfuta,sankeesuMKN10N15N20Nfuta"
97,1366,ZZ1366,8B0248,サンケースMK N-10N 本体,未登録,未登録,未登録,未登録,39ｇ,19.5 ±0.3,2,16.6,"",PS,"","",306,"","","","","","ZZ1366,8B0248,サンケースMKN10N本体,さんけーすMKN10Nほんたい,サンケースMKN10Nホンタイ,sankeesuMKN10Nhontai,sankeesuMKN10Nhontai,sankeesuMKN10Nhontai,未登録"
98,1367,ZZ1367,8B0086,サンケースMK N-20N 本体,124,25,0.28,0,24.1ｇ,24.1 ±0.2,1,17.78,"",PS,"","",238,"","","","","","ZZ1367,8B0086,サンケースMKN20N本体,さんけーすMKN20Nほんたい,サンケースMKN20Nホンタイ,sankeesuMKN20Nhontai,sankeesuMKN20Nhontai,sankeesuMKN20Nhontai"
99,1368,ZZ1368,8B0208,サンケースMK N-19-8 本体,未登録,未登録,未登録,未登録,45.8ｇ,22.9 ±0.5,2,17.4,17.5,PS,GPPS G200C,9,"","","","","","","ZZ1368,8B0208,サンケースMKN198本体,さんけーすMKN198ほんたい,サンケースMKN198ホンタイ,sankeesuMKN198hontai,sankeesuMKN198hontai,sankeesuMKN198hontai,未登録"
100,1376,ZZ1376,8B0020,サンケースMK MH-N-20-10 本体,110,28,0.54,0,50ｇ,25 ±0.4,2,14.48,13.3,PS,GPPS G200C,9,"","","","","",ｻﾝﾎﾞｯｸｽ56A-2,"ZZ1376,8B0020,サンケースMKMHN2010本体,さんけーすMKMHN2010ほんたい,サンケースMKMHN2010ホンタイ,sankeesuMKMHN2010hontai,sankeesuMKMHN2010hontai,sankeesuMKMHN2010hontai"
101,1376,ZZ1376,8B0023,サンケースMK N-20-10 本体,110,28,0.53,0,50ｇ,25 ±0.4,2,14.85,13.3,PS,GPPS G200C,9,"","","","","","","ZZ1376,8B0023,サンケースMKN2010本体,さんけーすMKN2010ほんたい,サンケースMKN2010ホンタイ,sankeesuMKN2010hontai,sankeesuMKN2010hontai,sankeesuMKN2010hontai"
102,1377,ZZ1377,8B0160,サンケースMK MH-N-24-12 本体,未登録,未登録,未登録,未登録,55.6ｇ,27.8 ±0.3,2,17,"",PS,"","","","","","","","","ZZ1377,8B0160,サンケースMKMHN2412本体,さんけーすMKMHN2412ほんたい,サンケースMKMHN2412ホンタイ,sankeesuMKMHN2412hontai,sankeesuMKMHN2412hontai,sankeesuMKMHN2412hontai,未登録"
103,1377,ZZ1377,8B0161,サンケースMK N-24-12 本体,未登録,未登録,未登録,未登録,53.6ｇ,26.8 ±0.3,2,17,"",PS,"","","","","","","","","ZZ1377,8B0161,サンケースMKN2412本体,さんけーすMKN2412ほんたい,サンケースMKN2412ホンタイ,sankeesuMKN2412hontai,sankeesuMKN2412hontai,sankeesuMKN2412hontai,未登録"
104,1386,SK1386,200557,サンケース#5 本体,111,15,0.2,0,292ｇ,292 ±10,1,36.69,38.2,PP,BJH-MF,4,25,500,"","",0.03 X 590 X 1100,"","SK1386,200557,サンケース#5本体,さんけーすしゃーぷ5ほんたい,サンケースシャープ5ホンタイ,sankeesushaapu5hontai,sankeesusyaapu5hontai,sankeesushaapu5hontai"
105,1387,SK1387,700808,サンケース#5 蓋,54,10,0.12,0,184ｇ,184 ±5,1,44.5,36.4,PP(BC03),BC03BSW,30,50,1000,"",ｻﾝｹｰｽ# 5 ﾌﾀ,"","","SK1387,700808,サンケース#5蓋,さんけーすしゃーぷ5ふた,サンケースシャープ5フタ,sankeesushaapu5futa,sankeesusyaapu5futa,sankeesushaapu5futa"
106,1424,SK1424,800338,カード差し 40型,25,20,0.1,0,25ｇ,25 ±1,1,"",12.5,PP,PP J858Y /       MT555,20 / 15,"","","","","",ｻﾝｸﾚｯﾄ#80,"SK1424,800338,カード差し40型,かーどさし40がた,カードサシ40ガタ,kaadosashi40gata,kaadosasi40gata,kaadosashi40gata"
107,1430,SK1430,800342 800343,カード差し 43•43-N型,9,20,0.02,0,15ｇ,15 ±0.5,1,"",19.5,PP,PP J858Y,20,"","","","","","","SK1430,800342800343,カード差し4343N型,かーどさし4343Nがた,カードサシ4343Nガタ,kaadosashi4343Ngata,kaadosasi4343Ngata,kaadosashi4343Ngata"
108,1452,ZZ1452,8B0110,サンケースMK K-51•S-500 フタ,未登録,未登録,未登録,未登録,29.6ｇ,29.6 ±0.5,1,13.38,13.9,PS,GPPS G200C,9,300,"","","","","蓋・本体 同時生産総重量 68.2
ｻﾝﾎﾞｯｸｽ56A-2","ZZ1452,8B0110,サンケースMKK51S500フタ,さんけーすMKK51S500ふた,サンケースMKK51S500フタ,sankeesuMKK51S500futa,sankeesuMKK51S500futa,sankeesuMKK51S500futa,未登録"
109,1452,ZZ1452,8B0109,サンケースMK K-51•S-500 本体,未登録,未登録,未登録,未登録,38.6ｇ,38.6 ±1,1,15.4,13.9,PS,GPPS G200C,9,"","","","","","蓋・本体 同時生産総重量 68.2
ｻﾝﾎﾞｯｸｽ56A-2","ZZ1452,8B0109,サンケースMKK51S500本体,さんけーすMKK51S500ほんたい,サンケースMKK51S500ホンタイ,sankeesuMKK51S500hontai,sankeesuMKK51S500hontai,sankeesuMKK51S500hontai,未登録"
110,1457,ZZ1457,8B0131,サンケースMK P-30-5 蓋,未登録,未登録,未登録,未登録,43ｇ,38.6 ±0.5,1,22.4,22.4,PS,GPPS G200C,9.5,"","","","","","","ZZ1457,8B0131,サンケースMKP305蓋,さんけーすMKP305ふた,サンケースMKP305フタ,sankeesuMKP305futa,sankeesuMKP305futa,sankeesuMKP305futa,未登録"
111,1458,ZZ1458,8B0075,サンケースMK 平型丸樽蓋 1.2 1.5 1.8L,39,10,0.14,0,69ｇ,69 ±2,1,27.5,28,PE,PE ﾍﾟﾄﾛｾﾝ248,55,60,"","","","",ｻﾝﾎﾞｯｸｽ56A-2,"ZZ1458,8B0075,サンケースMK平型丸樽蓋121518L,さんけーすMKたいらがたまるたるふた121518L,サンケースMKタイラガタマルタルフタ121518L,sankeesuMKtairagatamarutarufuta121518L,sankeesuMKtairagatamarutarufuta121518L,sankeesuMKtairagatamarutarufuta121518L"
112,1461,ZZ1461,8B0078,サンケースMK 平型丸樽 1.8L 本体,未登録,未登録,未登録,未登録,90ｇ,90 ±2,1,24.7,25.1,PE,HDPE J311,26,30,"","","","",ｻﾝﾎﾞｯｸｽ56A-2,"ZZ1461,8B0078,サンケースMK平型丸樽18L本体,さんけーすMKたいらがたまるたる18Lほんたい,サンケースMKタイラガタマルタル18Lホンタイ,sankeesuMKtairagatamarutaru18Lhontai,sankeesuMKtairagatamarutaru18Lhontai,sankeesuMKtairagatamarutaru18Lhontai,未登録"
113,1465,ZZ1465,8B0028,サンケースMK T-10N 蓋,未登録,未登録,未登録,未登録,43.3ｇ,6.1 ±0.2,6,18.33,18.7,PE,PE ﾍﾟﾄﾛｾﾝ248,58,1000,"","","","",秤でバラで500個*2回/もぎもぎフルーツの形状、葡萄みたい,"ZZ1465,8B0028,サンケースMKT10N蓋,さんけーすMKT10Nふた,サンケースMKT10Nフタ,sankeesuMKT10Nfuta,sankeesuMKT10Nfuta,sankeesuMKT10Nfuta,未登録"
114,1467,ZZ1467,8B0114,サンケースMK KP-300•300-3 蓋,54,16,0.25,0,30.2ｇ,30.2 ±0.4,1,13.5,13.5,PS,GPPS G200C,9,"","","","","","","ZZ1467,8B0114,サンケースMKKP3003003蓋,さんけーすMKKP3003003ふた,サンケースMKKP3003003フタ,sankeesuMKKP3003003futa,sankeesuMKKP3003003futa,sankeesuMKKP3003003futa"
115,1474,ZZ1474,8B0210,サンケースMK N-19-8•21 蓋,168,70,0.28,0,25.6ｇ,12.8 ±0.5,2,17.4,17.4,PE,HDPE J311,26,"","","","","","","ZZ1474,8B0210,サンケースMKN19821蓋,さんけーすMKN19821ふた,サンケースMKN19821フタ,sankeesuMKN19821futa,sankeesuMKN19821futa,sankeesuMKN19821futa"
116,1481,ZZ1481,8B0063,サンケースMK P-40 本体,36,15,0.24,0,95ｇ,47.5 ±1.5,2,20,17.5,PS,GPPS G200C,9,100,"","","","","10個*5列*2段
ｻﾝﾎﾞｯｸｽ56A-2","ZZ1481,8B0063,サンケースMKP40本体,さんけーすMKP40ほんたい,サンケースMKP40ホンタイ,sankeesuMKP40hontai,sankeesuMKP40hontai,sankeesuMKP40hontai"
117,1481,SK1481,200661,梅用角樽 5K・サンコータル角 5K,90,10,0.24,0,307ｇ,307 ±5,1,37.6,38,PP(BC03),7250C,25,"","","","",0.03 X 590 X 1100,"","SK1481,200661,梅用角樽5Kサンコータル角5K,うめようかくたる5Kさんこーたるかく5K,ウメヨウカクタル5Kサンコータルカク5K,umeyoukakutaru5Ksankootarukaku5K,umeyoukakutaru5Ksankootarukaku5K,umeyoukakutaru5Ksankootarukaku5K"
118,1482,SK1482,700961,梅用角樽 5K 蓋・サンコータル角 5K 蓋,70,10,0.25,0,200ｇ,200 ±5,1,28.4,30.7,PP(BC03),7250C,25,50,"",ｸﾗﾌﾄHH,ｳﾒﾖｳ ｶｸﾀﾙ 5K ﾌﾀ / ｳﾒﾖｳｶｸﾀﾙ5Kﾌﾀ,"","","SK1482,700961,梅用角樽5K蓋サンコータル角5K蓋,うめようかくたる5Kふたさんこーたるかく5Kふた,ウメヨウカクタル5Kフタサンコータルカク5Kフタ,umeyoukakutaru5Kfutasankootarukaku5Kfuta,umeyoukakutaru5Kfutasankootarukaku5Kfuta,umeyoukakutaru5Kfutasankootarukaku5Kfuta"
119,1484,ZZ1484,8B0105,サンケースMK P-22・MT-22 本体,未登録,未登録,未登録,未登録,22.6ｇ,22.6 ±0.3,1,16.2,17.3,PS,GPPS G200C,9,"","","","","","","ZZ1484,8B0105,サンケースMKP22MT22本体,さんけーすMKP22MT22ほんたい,サンケースMKP22MT22ホンタイ,sankeesuMKP22MT22hontai,sankeesuMKP22MT22hontai,sankeesuMKP22MT22hontai,未登録"
120,1499,ZZ1499,8B0277,サンケースMK CM-200•500 フタ,未登録,未登録,未登録,未登録,23.1ｇ,17.2 ±0.3,1,21.7,21.7,PS,GPPS G200C,9.5,240,"","","","","手取り
ｻﾝﾎﾞｯｸｽ56A-2","ZZ1499,8B0277,サンケースMKCM200500フタ,さんけーすMKCM200500ふた,サンケースMKCM200500フタ,sankeesuMKCM200500futa,sankeesuMKCM200500futa,sankeesuMKCM200500futa,未登録"
121,1501,ZZ1501,8B0278,サンケースMK CM-200 本体,未登録,未登録,未登録,未登録,24.3ｇ,20.8 ±0.3,1,19.7,19.7,PS,GPPS G200C,9.5,120,"","","","","手取り
ｻﾝﾎﾞｯｸｽ56A-2","ZZ1501,8B0278,サンケースMKCM200本体,さんけーすMKCM200ほんたい,サンケースMKCM200ホンタイ,sankeesuMKCM200hontai,sankeesuMKCM200hontai,sankeesuMKCM200hontai,未登録"
122,1504,ZZ1504,551812,サンケースMK CF-15 蓋,56.21,10,1.47,23.51,68.5ｇ,16 ±0.3,4,15.3,15.3,PS,GPPS G200C,9,"","","","","","","ZZ1504,551812,サンケースMKCF15蓋,さんけーすMKCF15ふた,サンケースMKCF15フタ,sankeesuMKCF15futa,sankeesuMKCF15futa,sankeesuMKCF15futa"
123,1526,ZZ1526,8B0115,サンケースMK KP-300 本体,54,16,0.19,0,36.3ｇ,36.3 ±0.31,1,18,"",PS,"","","","","","","",ｻﾝﾎﾞｯｸｽ56A-2,"ZZ1526,8B0115,サンケースMKKP300本体,さんけーすMKKP300ほんたい,サンケースMKKP300ホンタイ,sankeesuMKKP300hontai,sankeesuMKKP300hontai,sankeesuMKKP300hontai"
124,1527,ZZ1527,8B0116,サンケースMK KP-300-3 本体,未登録,未登録,未登録,未登録,40ｇ,40+0.5,1,14.9,14.9,PS,GPPS G200C,9,"","","","","","","ZZ1527,8B0116,サンケースMKKP3003本体,さんけーすMKKP3003ほんたい,サンケースMKKP3003ホンタイ,sankeesuMKKP3003hontai,sankeesuMKKP3003hontai,sankeesuMKKP3003hontai,未登録"
125,1529,SK1529,800346 800351,カード差し M型・カード差し M型(ポリカ),25,20,0.09,0,5ｇ,5 ±0.5,1,14,14,PP,PP MT555,15,3000,"","","","",ｻﾝｸﾚｯﾄ#80,"SK1529,800346800351,カード差しM型カード差しM型(ポリカ),かーどさしMがたかーどさしMがた(ぽりか),カードサシMガタカードサシMガタ(ポリカ),kaadosashiMgatakaadosashiMgata(porika),kaadosasiMgatakaadosasiMgata(porika),kaadosashiMgatakaadosashiMgata(porika)"
126,1529,ZZ1529,8B0058,サンケースMK P-32•34•40 蓋,60,15,0.4,0,48ｇ,24 ±0.5,2,20,17.3,PS,GPPS G200C,9.5,200,"","","","",40個*5列,"ZZ1529,8B0058,サンケースMKP323440蓋,さんけーすMKP323440ふた,サンケースMKP323440フタ,sankeesuMKP323440futa,sankeesuMKP323440futa,sankeesuMKP323440futa"
127,1530,ZZ1530,8B0033,サンケースMK MH-1•2•3 (A•B) 蓋,未登録,未登録,未登録,未登録,25.2ｇ,12.6 ±0.3,2,16.8,17.4,PE,L-LDPE 10100J,14,"","","","","","","ZZ1530,8B0033,サンケースMKMH123(AB)蓋,さんけーすMKMH123(AB)ふた,サンケースMKMH123(AB)フタ,sankeesuMKMH123(AB)futa,sankeesuMKMH123(AB)futa,sankeesuMKMH123(AB)futa,未登録"
128,1531,SK1531,800348,カード差し 46型 (本体),90,20,0.25,0,17.3ｇ,17.3 ±1,1,"",18,ABS,ABS,11,"","","","",0.03 X 1300 X 1100,"","SK1531,800348,カード差し46型(本体),かーどさし46がた(ほんたい),カードサシ46ガタ(ホンタイ),kaadosashi46gata(hontai),kaadosasi46gata(hontai),kaadosashi46gata(hontai)"
129,1532,SK1532,800348,カード差し 46型 (カバー),90,20,0.45,0,4.5ｇ,4.5 ±0.2,1,"",10,PS,GPPS GP-1,6.9,"","","","","","","SK1532,800348,カード差し46型(カバー),かーどさし46がた(かばー),カードサシ46ガタ(カバー),kaadosashi46gata(kabaa),kaadosasi46gata(kabaa),kaadosashi46gata(kabaa)"
